date,price
2014/12/02,2.62
2014/12/03,2.5
2014/12/04,2.64
2014/12/05,2.53
2014/12/08,2.43
2014/12/09,2.34
2014/12/10,2.37
2014/12/11,2.3
2014/12/12,2.27
2014/12/15,2.13
2014/12/16,1.95
2014/12/17,1.76
2014/12/18,1.99
2014/12/19,1.94
2014/12/22,1.85
2014/12/23,1.8
2014/12/24,1.83
2014/12/29,1.87
2014/12/30,1.98
2014/12/31,2.2
2015/01/02,2.12
2015/01/05,2.1
2015/01/06,2.06
2015/01/07,2.1
2015/01/08,2.05
2015/01/09,2.07
2015/01/12,2.05
2015/01/13,2.01
2015/01/14,2.05
2015/01/15,1.98
2015/01/16,2.02
2015/01/19,1.96
2015/01/20,1.92
2015/01/21,1.85
2015/01/22,1.88
2015/01/23,1.96
2015/01/26,1.91
2015/01/27,2
2015/01/28,2
2015/01/29,1.96
2015/01/30,1.94
2015/02/02,1.98
2015/02/03,1.99
2015/02/04,1.92
2015/02/05,1.91
2015/02/06,1.94
2015/02/09,1.92
2015/02/10,1.92
2015/02/11,1.86
2015/02/12,1.89
2015/02/13,1.89
2015/02/16,1.93
2015/02/17,1.94
2015/02/18,1.96
2015/02/23,1.95
2015/02/24,1.95
2015/02/25,1.9
2015/02/26,2.02
2015/02/27,1.97
2015/03/02,1.99
2015/03/03,1.98
2015/03/04,1.94
2015/03/05,1.89
2015/03/06,1.89
2015/03/09,1.89
2015/03/10,1.88
2015/03/11,1.85
2015/03/12,1.81
2015/03/13,1.92
2015/03/16,1.98
2015/03/17,1.95
2015/03/18,1.96
2015/03/19,2
2015/03/20,1.99
2015/03/23,1.99
2015/03/24,2
2015/03/25,2.28
2015/03/26,2.15
2015/03/27,2.25
2015/03/30,2.19
2015/03/31,2.1
2015/04/01,2.03
2015/04/02,2.13
2015/04/08,2.72
2015/04/09,3
2015/04/10,3.08
2015/04/13,3.3
2015/04/14,3.45
2015/04/15,3.3
2015/04/16,3.54
2015/04/17,3.42
2015/04/20,3.31
2015/04/21,3.4
2015/04/22,3.4
2015/04/23,3.26
2015/04/24,3.17
2015/04/27,3.12
2015/04/28,3.13
2015/04/29,3
2015/04/30,3.02
2015/05/04,3.33
2015/05/05,3.2
2015/05/06,3.02
2015/05/07,3
2015/05/08,3.04
2015/05/11,3.27
2015/05/12,3.27
2015/05/13,3.4
2015/05/14,3.69
2015/05/15,3.62
2015/05/18,3.62
2015/05/19,3.69
2015/05/20,3.7
2015/05/21,3.6
2015/05/22,3.53
2015/05/26,3.66
2015/05/27,3.55
2015/05/28,3.42
2015/05/29,3.42
2015/06/01,3.59
2015/06/02,3.56
2015/06/03,3.41
2015/06/04,3.39
2015/06/05,3.3
2015/06/08,3.21
2015/06/09,3.1
2015/06/10,3.1
2015/06/11,3.06
2015/06/12,3.17
2015/06/15,3.16
2015/06/16,3.09
2015/06/17,3.12
2015/06/18,3.18
2015/06/19,3.05
2015/06/22,3.06
2015/06/23,3.02
2015/06/24,3.11
2015/06/25,3.1
2015/06/26,3.01
2015/06/29,2.8
2015/06/30,2.71
2015/07/02,2.52
2015/07/03,2.53
2015/07/06,2.02
2015/07/07,1.87
2015/07/08,1.73
2015/07/09,2.06
2015/07/10,2.14
2015/07/13,2.17
2015/07/14,2.35
2015/07/15,2.17
2015/07/16,2.16
2015/07/17,2.19
2015/07/20,2.19
2015/07/21,2.16
2015/07/22,2.11
2015/07/23,2.21
2015/07/24,2.2
2015/07/27,1.9
2015/07/28,1.85
2015/07/29,1.89
2015/07/30,2
2015/07/31,2.01
2015/08/03,1.92
2015/08/04,1.98
2015/08/05,2.05
2015/08/06,2.05
2015/08/07,2.05
2015/08/10,2.04
2015/08/11,2.03
2015/08/12,1.99
2015/08/13,1.98
2015/08/14,1.94
2015/08/17,1.92
2015/08/18,1.91
2015/08/19,1.88
2015/08/20,1.85
2015/08/21,1.74
2015/08/24,1.5
2015/08/25,1.55
2015/08/26,1.54
2015/08/27,1.59
2015/08/28,1.45
2015/08/31,1.43
2015/09/01,1.39
2015/09/02,1.3
2015/09/04,1.32
2015/09/07,1.3
2015/09/08,1.33
2015/09/09,1.36
2015/09/10,1.38
2015/09/11,1.4
2015/09/14,1.36
2015/09/15,1.36
2015/09/16,1.39
2015/09/17,1.37
2015/09/18,1.4
2015/09/21,1.45
2015/09/22,1.39
2015/09/23,1.34
2015/09/24,1.34
2015/09/25,1.32
2015/09/29,1.28
2015/09/30,1.35
2015/10/02,1.35
2015/10/05,1.41
2015/10/06,1.58
2015/10/07,1.58
2015/10/08,1.54
2015/10/09,1.64
2015/10/12,1.87
2015/10/13,1.83
2015/10/14,1.84
2015/10/15,1.84
2015/10/16,1.88
2015/10/19,1.77
2015/10/20,1.69
2015/10/22,1.64
2015/10/23,1.69
2015/10/26,1.71
2015/10/27,1.67
2015/10/28,1.62
2015/10/29,1.64
2015/10/30,1.73
2015/11/02,1.7
2015/11/03,1.68
2015/11/04,1.74
2015/11/05,1.78
2015/11/06,1.7
2015/11/09,1.73
2015/11/10,1.7
2015/11/11,1.75
2015/11/12,1.81
2015/11/13,1.84
2015/11/16,1.83
2015/11/17,1.83
2015/11/18,1.76
2015/11/19,1.81
2015/11/20,1.84
2015/11/23,1.84
2015/11/24,1.8
2015/11/25,1.78
2015/11/26,1.78
2015/11/27,1.74
2015/11/30,1.66
2015/12/01,1.67
2015/12/02,1.69
2015/12/03,1.62
2015/12/04,1.62
2015/12/07,1.61
2015/12/08,1.61
2015/12/09,1.61
2015/12/10,1.56
2015/12/11,1.54
2015/12/14,1.52
2015/12/15,1.52
2015/12/16,1.52
2015/12/17,1.58
2015/12/18,1.59
2015/12/21,1.52
2015/12/22,1.5
2015/12/23,1.52
2015/12/24,1.54
2015/12/28,1.52
2015/12/29,1.55
2015/12/30,1.55
2015/12/31,1.59
2016/01/04,1.49
2016/01/05,1.45
2016/01/06,1.42
